,time_interval,note_pos_bin
2095,16,1010
2096,18,10
2097,16,10
2098,6,0
2099,11,0
2100,17,0
2101,16,0
2102,17,0
2103,16,0
2104,17,0
2105,17,0
2106,16,0
2107,16,0
2108,18,0
2109,16,0
2110,16,0
2111,18,0
2112,16,0
2113,4,1000
2114,13,1000
2115,10,1010
2116,7,1010
2117,16,1010
2118,18,1010
2119,10,0
2120,6,0
2121,17,0
2122,16,0
2123,17,0
2124,16,0
2125,18,0
2126,17,0
2127,15,0
2128,18,0
2129,16,0
2130,17,0
2131,15,0
2132,18,0
2133,16,0
2134,18,0
2135,12,1000
2136,4,1000
2137,17,1000
2138,4,1010
2139,13,1010
2140,16,1010
2141,16,1010
2142,4,0
2143,13,0
2144,17,0
2145,17,0
2146,16,0
2147,17,0
2148,16,0
2149,18,0
2150,16,0
2151,17,0
2152,17,0
2153,16,0
2154,16,0
2155,18,0
2156,16,0
2157,10,1000
2158,6,1000
2159,17,1000
2160,17,1000
2161,16,1000
2162,17,1000
2163,4,0
2164,13,0
2165,16,0
2166,17,0
2167,17,10
2168,17,10
2169,17,10
2170,16,10
2171,17,10
2172,15,10
2173,18,10
2174,16,10
2175,18,10
2176,16,10
2177,17,10
2178,16,10
2179,17,10
2180,16,10
2181,17,10
2182,17,10
2183,16,10
2184,17,10
2185,17,10
2186,15,1100
2187,2,1100
2188,16,1100
2189,17,1100
2190,17,1100
2191,10,1000
2192,5,1000
2193,18,1000
2194,2,0
2195,15,0
2196,16,0
2197,17,0
2198,16,0
2199,18,0
2200,16,0
2201,16,0
2202,16,0
2203,18,0
2204,17,1
2205,15,1
2206,18,1
2207,4,1001
2208,12,1001
2209,17,1001
2210,17,1001
2211,17,1001
2212,16,1001
2213,9,1
2214,8,1
2215,17,1
2216,16,1
2217,17,1
2218,16,1
2219,2,1
2220,16,1
2221,16,1
2222,16,1
2223,17,1
2224,17,1
2225,16,1
2226,2,1
2227,16,1
2228,16,1
2229,17,1
2230,4,10
2231,12,10
2232,17,10
2233,17,10
2234,16,10
2235,17,10
2236,16,10
2237,6,10
2238,12,10
2239,16,10
2240,16,10
2241,16,10
2242,18,10
2243,16,10
2244,5,10
2245,12,10
2246,17,10
2247,17,10
2248,16,10
2249,17,10
2250,8,0
2251,8,0
2252,6,1000
2253,11,1000
2254,13,1100
2255,4,1100
2256,16,1100
2257,17,1100
2258,2,1000
2259,13,0
2260,2,0
2261,16,0
2262,16,0
2263,4,1
2264,14,1
2265,17,1
2266,16,1
2267,15,0
2268,2,0
2269,17,0
2270,16,0
2271,17,0
2272,17,0
2273,16,0
2274,17,0
2275,17,0
2276,16,0
2277,17,0
2278,17,0
2279,15,0
2280,18,0
2281,16,0
2282,17,0
2283,17,0
2284,12,10
2285,4,10
2286,18,10
2287,16,10
2288,12,0
2289,4,0
2290,17,0
2291,17,0
2292,16,0
2293,18,0
2294,6,1001
2295,10,1001
2296,16,1001
2297,17,1001
2298,16,1001
2299,15,1000
2300,2,1000
2301,18,1000
2302,8,1000
2303,8,1000
2304,16,1000
2305,17,1000
2306,17,1000
2307,17,1000
2308,17,1000
2309,8,1000
2310,8,1000
2311,16,1000
2312,18,1000
2313,16,1000
2314,17,1000
2315,16,1000
2316,9,1000
2317,8,1000
2318,17,1000
2319,12,100
2320,4,100
2321,17,100
2322,17,100
2323,15,100
2324,18,100
2325,16,100
2326,14,100
2327,2,100
2328,18,100
2329,16,100
2330,17,100
2331,17,100
2332,16,100
2333,13,100
2334,4,100
2335,17,100
2336,17,100
2337,16,100
2338,18,100
2339,16,100
2340,12,100
2341,2,111
2342,2,111
2343,17,111
2344,6,11
2345,11,11
2346,15,11
2347,18,11
2348,17,11
2349,15,11
2350,17,11
2351,17,11
2352,18,11
2353,16,11
2354,15,11
2355,16,11
2356,3,11
2357,16,11
2358,17,11
2359,16,11
2360,17,11
2361,17,11
2362,14,11
2363,2,10
2364,17,10
2365,10,1100
2366,7,1100
2367,17,1100
2368,17,1100
2369,15,1100
2370,7,0
2371,10,0
2372,17,0
2373,17,0
2374,16,0
2375,17,0
2376,17,0
2377,16,0
2378,17,0
2379,17,0
2380,16,0
2381,17,0
2382,17,0
2383,16,0
2384,15,1
2385,1,1
2386,17,1
2387,16,1
2388,17,1
2389,18,1
2390,16,1
2391,15,1
2392,2,1
2393,17,1
2394,17,1
2395,16,1
2396,17,1
2397,16,1
2398,15,1
2399,2,1
2400,17,1
2401,16,1
2402,17,1
2403,16,1
2404,17,1
2405,15,1
2406,2,1
2407,16,1
2408,17,1
2409,17,1
2410,3,11
2411,13,11
2412,12,10
2413,5,10
2414,17,10
2415,17,10
2416,16,10
2417,17,10
2418,4,10
2419,12,10
2420,18,10
2421,16,10
2422,17,10
2423,17,10
2424,17,10
2425,3,10
2426,12,10
2427,18,10
2428,16,10
2429,16,10
2430,18,10
2431,7,1110
2432,9,1110
2433,4,1110
2434,12,1100
2435,16,1100
2436,18,1100
2437,4,0
2438,13,0
2439,16,0
2440,17,0
2441,16,0
2442,17,0
2443,11,1
2444,7,1
2445,16,1
2446,16,1
2447,17,1
2448,5,0
2449,12,0
2450,16,0
2451,17,0
2452,16,0
2453,17,0
2454,17,0
2455,16,0
2456,17,0
2457,17,0
2458,16,0
2459,17,0
2460,18,0
2461,15,0
2462,16,100
2463,19,100
2464,16,100
2465,17,100
2466,11,0
2467,5,0
2468,17,0
2469,16,0
2470,17,0
2471,17,0
2472,4,1000
2473,11,1000
2474,18,1000
2475,17,1000
2476,5,1001
2477,12,1001
2478,12,1
2479,4,1
2480,17,1
2481,17,0
2482,16,0
2483,17,0
2484,16,0
2485,17,0
2486,17,0
2487,16,0
2488,17,0
2489,17,0
2490,17,0
2491,17,0
2492,16,0
2493,16,0
2494,18,0
2495,15,0
2496,16,0
2497,6,10
2498,13,10
2499,16,10
2500,16,10
2501,17,10
2502,12,0
2503,4,0
2504,18,0
2505,16,100
2506,17,100
2507,15,100
2508,18,100
2509,12,0
2510,5,0
2511,16,0
2512,17,0
2513,16,0
2514,17,0
2515,17,0
2516,2,1000
2517,15,1000
2518,17,1000
2519,16,1000
2520,17,1000
2521,17,1000
2522,16,1000
2523,2,1000
2524,15,1000
2525,16,1000
2526,17,1000
2527,17,1000
2528,15,1000
2529,18,1000
2530,2,1000
2531,15,1000
2532,16,1000
2533,17,1000
2534,17,1000
2535,16,1000
2536,17,1000
2537,2,1000
2538,15,1001
2539,12,1011
2540,4,1011
2541,8,11
2542,9,11
2543,17,11
2544,12,10
2545,4,10
2546,17,10
2547,5,0
2548,12,0
2549,16,0
2550,17,0
2551,17,0
2552,17,0
2553,15,0
2554,18,0
2555,16,0
2556,18,0
2557,15,0
2558,17,0
2559,17,0
2560,17,0
2561,17,0
2562,10,101
2563,6,101
2564,16,101
2565,17,101
2566,17,101
2567,17,101
2568,2,100
2569,14,100
2570,11,100
2571,6,100
2572,17,100
2573,16,100
2574,18,100
2575,16,100
2576,15,100
2577,12,100
2578,7,100
2579,16,100
2580,17,100
2581,16,100
2582,17,100
2583,16,100
2584,12,100
2585,5,100
2586,10,1100
2587,7,1100
2588,17,1100
2589,16,1100
2590,18,1100
2591,15,1100
2592,11,1100
2593,6,1100
2594,10,1100
2595,6,1100
2596,17,1100
2597,17,1100
2598,17,1100
2599,15,1100
2600,12,1100
2601,6,1100
2602,11,1100
2603,6,1100
2604,15,1100
2605,18,1100
2606,17,1100
2607,17,1100
2608,10,1100
2609,6,1000
2610,10,1000
2611,2,11
2612,5,11
2613,17,11
2614,16,11
2615,16,11
2616,8,0
2617,9,0
2618,18,0
2619,11,100
2620,5,100
2621,16,100
2622,17,100
2623,17,100
2624,16,100
2625,17,0
2626,17,0
2627,16,0
2628,17,0
2629,17,0
2630,15,0
2631,18,0
2632,16,0
2633,17,0
2634,17,0
2635,16,0
2636,17,0
2637,17,0
2638,16,0
2639,11,1
2640,6,1
2641,17,1
2642,17,1
2643,17,1
2644,6,0
2645,10,0
2646,17,0
2647,16,0
2648,17,0
2649,16,0
2650,16,1000
2651,18,1000
2652,6,1010
2653,10,1010
2654,17,1010
2655,17,1010
2656,5,10
2657,12,10
2658,16,10
2659,17,10
2660,7,10
2661,10,10
2662,17,10
2663,16,10
2664,17,10
2665,17,10
2666,16,10
2667,6,10
2668,10,10
2669,17,10
2670,17,10
2671,16,10
2672,18,10
2673,16,10
2674,7,10
2675,9,10
2676,17,10
2677,17,10
2678,6,11
2679,10,11
2680,18,11
2681,16,11
2682,6,11
2683,10,11
2684,18,11
2685,16,11
2686,6,11
2687,11,11
2688,17,11
2689,16,11
2690,6,11
2691,10,11
2692,18,11
2693,16,11
2694,6,11
2695,11,11
2696,16,11
2697,17,11
2698,7,11
2699,10,11
2700,16,11
2701,17,11
2702,6,11
2703,5,1111
2704,6,1111
2705,17,1110
2706,16,1110
2707,6,1110
2708,5,1100
2709,5,1100
2710,17,1100
2711,16,1100
2712,13,1100
2713,5,1100
2714,17,1100
2715,16,1100
2716,15,1100
2717,19,1100
2718,16,1100
2719,12,1100
2720,4,1100
2721,18,1100
2722,16,1100
2723,17,1100
2724,16,1100
2725,16,100
2726,11,0
2727,7,0
2728,17,0
2729,15,11
2730,18,11
2731,16,11
2732,4,10
2733,13,10
2734,1,0
2735,15,0
2736,18,0
2737,16,0
2738,16,0
2739,17,0
2740,17,0
2741,17,0
2742,17,0
2743,16,0
2744,17,0
2745,16,0
2746,17,0
2747,17,0
2748,9,101
2749,7,101
2750,16,101
2751,17,101
2752,17,101
2753,6,100
2754,11,100
2755,17,100
2756,10,100
2757,6,100
2758,17,100
2759,17,100
2760,16,100
2761,17,100
2762,16,100
2763,10,100
2764,7,100
2765,17,100
2766,16,100
2767,17,100
2768,17,100
2769,17,100
2770,10,100
2771,4,1100
2772,3,1100
2773,16,1100
2774,17,1100
2775,16,1100
2776,16,1100
2777,17,1100
2778,11,1100
2779,5,1100
2780,18,1100
2781,17,1100
2782,17,1100
2783,16,1100
2784,16,1100
2785,11,1100
2786,5,1100
2787,2,1100
2788,15,1100
2789,18,1100
2790,16,1100
2791,17,1100
2792,16,1100
2793,10,1100
2794,6,1100
2795,1,1100
2796,11,11
2797,6,11
2798,17,11
2799,17,11
2800,16,11
2801,8,0
2802,8,0
2803,16,0
2804,18,0
2805,16,0
2806,16,0
2807,14,1100
2808,4,1100
2809,16,1100
2810,18,1100
2811,16,1100
2812,17,1100
2813,4,0
2814,12,0
2815,17,0
2816,17,0
2817,16,0
2818,17,0
2819,17,0
2820,16,0
2821,17,0
2822,17,0
2823,16,0
2824,17,0
2825,17,0
2826,17,0
2827,16,0
2828,11,1100
2829,5,1100
2830,16,1100
2831,18,1100
2832,17,1100
2833,9,100
2834,7,100
2835,3,0
2836,15,0
2837,15,0
2838,18,0
2839,16,0
2840,17,0
2841,15,0
2842,18,0
2843,16,0
2844,16,0
2845,18,0
2846,16,0
2847,17,0
2848,17,0
2849,16,0
2850,16,0
2851,6,1100
2852,12,1100
2853,17,1100
2854,15,1100
2855,18,1100
2856,2,0
2857,15,0
2858,15,0
2859,18,0
2860,16,0
2861,16,0
2862,17,0
2863,18,0
2864,15,0
2865,18,0
2866,17,0
2867,16,0
2868,17,0
2869,17,0
2870,16,0
2871,17,0
2872,5,1000
2873,12,1000
2874,11,1100
2875,6,1100
2876,16,1100
2877,3,1000
2878,14,0
2879,15,0
2880,19,0
2881,16,100
2882,15,100
2883,18,100
2884,17,100
2885,17,100
2886,16,100
2887,16,100
2888,2,100
2889,14,100
2890,19,100
2891,16,100
2892,16,100
2893,17,100
2894,16,100
2895,2,100
2896,15,100
2897,17,100
2898,16,100
2899,18,100
2900,16,100
2901,17,100
2902,16,100
2903,17,100
2904,9,111
2905,8,111
2906,15,11
2907,19,11
2908,7,10
2909,9,10
2910,16,0
2911,17,0
2912,17,0
2913,16,0
2914,17,0
2915,16,0
2916,17,0
2917,18,0
2918,16,0
2919,15,0
2920,18,0
2921,17,0
2922,16,0
2923,3,100
2924,14,100
2925,9,101
2926,7,101
2927,18,101
2928,16,101
2929,9,0
2930,7,0
2931,17,0
2932,17,0
2933,17,0
2934,16,0
2935,18,0
2936,16,0
2937,16,0
2938,17,0
2939,17,0
2940,17,0
2941,16,0
2942,17,0
2943,17,0
2944,16,0
2945,13,10
2946,4,10
2947,15,10
2948,18,10
2949,17,10
2950,15,10
2951,6,0
2952,12,0
2953,16,0
2954,18,0
2955,6,1000
2956,10,1000
2957,17,1000
2958,18,1000
2959,15,1000
2960,12,0
2961,5,0
2962,17,0
2963,15,0
2964,17,0
2965,17,0
2966,7,100
2967,9,100
2968,15,101
2969,2,101
2970,16,101
2971,18,101
2972,16,1
2973,16,1
2974,8,0
2975,11,0
2976,16,0
2977,15,0
2978,18,0
2979,16,0
2980,17,0
2981,17,0
2982,4,10
2983,13,10
2984,15,10
2985,18,10
2986,16,10
2987,15,0
2988,3,0
2989,17,0
2990,16,0
2991,16,0
2992,18,0
2993,17,0
2994,14,0
2995,19,0
2996,15,0
2997,17,0
2998,18,0
2999,16,0
3000,17,0
3001,15,0
3002,10,10
3003,8,10
3004,15,10
3005,19,10
3006,16,10
3007,1,0
3008,16,0
3009,17,0
3010,16,0
3011,3,100
3012,13,100
3013,12,101
3014,5,101
3015,17,101
3016,15,1
3017,18,1
3018,9,0
3019,8,0
3020,15,0
3021,18,0
3022,17,0
3023,15,0
3024,17,0
3025,18,0
3026,17,0
3027,17,0
3028,16,0
3029,16,0
3030,17,0
3031,17,0
3032,15,0
3033,4,1000
3034,15,1000
3035,16,1000
3036,17,1000
3037,12,0
3038,4,0
3039,18,0
3040,15,0
3041,18,0
3042,16,0
3043,9,10
3044,7,10
3045,17,10
3046,17,10
3047,16,10
3048,2,0
3049,15,0
3050,17,0
3051,16,0
3052,18,0
3053,16,0
3054,15,0
3055,7,100
3056,11,100
3057,15,101
3058,2,101
3059,16,101
3060,17,101
3061,2,1
3062,15,1
3063,8,0
3064,8,0
3065,18,0
3066,16,0
3067,16,0
3068,17,0
3069,18,0
3070,14,0
3071,19,0
3072,16,0
3073,15,0
3074,18,0
3075,17,0
3076,16,0
3077,17,0
3078,17,0
3079,16,0
3080,7,10
3081,11,10
3082,15,10
3083,18,10
3084,16,10
3085,3,0
3086,13,0
3087,18,0
3088,17,0
3089,15,0
3090,17,0
3091,17,0
3092,15,0
3093,18,0
3094,16,0
3095,18,0
3096,15,0
3097,18,0
3098,17,0
3099,12,1001
3100,3,1001
3101,18,1001
3102,16,1001
3103,17,1001
3104,18,1001
3105,5,0
3106,11,0
3107,17,0
3108,16,0
3109,17,0
3110,16,0
3111,17,0
3112,17,0
3113,16,0
3114,17,0
3115,17,0
3116,16,0
3117,17,0
3118,17,0
3119,16,100
3120,18,100
3121,14,100
3122,17,100
3123,13,0
3124,5,0
3125,17,0
3126,16,0
3127,17,0
3128,17,0
3129,16,0
3130,13,100
3131,4,100
3132,17,100
3133,17,100
3134,12,0
3135,4,0
3136,16,0
3137,17,0
3138,18,0
3139,9,1
3140,7,1
3141,15,1
3142,4,1001
3143,15,1001
3144,16,1001
3145,16,1001
3146,3,1000
3147,14,1000
3148,10,0
3149,7,0
3150,16,0
3151,17,0
3152,17,0
3153,15,0
3154,16,10
3155,2,10
3156,17,10
3157,16,10
3158,17,10
3159,11,0
3160,7,0
3161,14,0
3162,18,0
3163,16,0
3164,17,0
3165,18,0
3166,16,0
3167,18,0
3168,15,0
3169,17,0
3170,16,0
3171,17,0
3172,16,0
3173,16,0
3174,18,0
3175,2,10
3176,14,10
3177,18,10
3178,16,10
3179,3,0
3180,15,0
3181,14,0
3182,18,0
3183,14,1000
3184,3,1000
3185,12,1001
3186,4,1001
3187,18,1001
3188,15,1001
3189,17,1001
3190,8,1
3191,9,1
3192,2,0
3193,15,0
3194,15,0
3195,18,0
3196,17,0
3197,16,0
3198,17,0
3199,17,0
3200,16,0
3201,18,0
3202,16,0
3203,16,0
3204,17,0
3205,16,0
3206,17,0
3207,17,0
3208,6,100
3209,10,100
3210,18,100
3211,16,100
3212,16,100
3213,3,0
3214,14,0
3215,17,0
3216,17,0
3217,15,0
3218,18,0
3219,6,10
3220,11,10
3221,15,10
3222,18,10
3223,16,10
3224,2,0
3225,15,0
3226,17,0
3227,18,0
3228,15,0
3229,17,0
3230,7,1
3231,10,1
3232,16,1
3233,17,1
3234,17,1
3235,17,1
3236,16,1
3237,9,1
3238,8,1
3239,16,1
3240,17,1
3241,16,1
3242,18,1
3243,16,1
3244,7,1
3245,9,1
3246,17,1
3247,17,1
3248,16,1
3249,17,1
3250,18,1
3251,7,1
3252,9,1
3253,16,1
3254,3,1101
3255,14,1101
3256,17,1101
3257,5,1100
3258,12,1100
3259,14,1000
3260,1,1000
3261,18,1000
3262,6,0
3263,10,0
3264,17,0
3265,17,0
3266,16,0
3267,17,0
3268,17,0
3269,16,0
3270,17,0
3271,17,0
3272,16,0
3273,17,0
3274,17,0
3275,7,10
3276,8,10
3277,5,1010
3278,13,1010
3279,16,1010
3280,17,1010
3281,17,1000
3282,13,0
3283,4,0
3284,16,0
3285,18,0
3286,16,0
3287,16,0
3288,17,0
3289,17,0
3290,16,0
3291,17,0
3292,16,0
3293,17,0
3294,17,0
3295,17,0
3296,16,0
3297,17,0
3298,5,100
3299,12,100
3300,16,100
3301,17,100
3302,16,100
3303,13,0
3304,4,0
3305,17,0
3306,17,0
3307,12,1
3308,4,1
3309,18,1
3310,15,1
3311,18,1
3312,16,1
3313,4,0
3314,13,0
3315,15,0
3316,18,0
3317,17,0
3318,17,0
3319,8,1000
3320,8,1000
3321,5,1010
3322,11,1010
3323,17,1010
3324,17,1010
3325,18,0
3326,16,0
3327,16,0
3328,16,0
3329,17,0
3330,17,0
3331,16,0
3332,2,100
3333,15,100
3334,17,100
3335,17,100
3336,16,100
3337,13,0
3338,4,0
3339,16,0
3340,18,0
3341,16,0
3342,17,0
3343,16,0
3344,17,0
3345,17,0
3346,17,0
3347,17,0
3348,16,0
3349,16,0
3350,16,0
3351,18,0
3352,4,100
3353,12,100
3354,17,100
3355,16,100
3356,18,100
3357,12,0
3358,4,0
3359,16,0
3360,18,0
3361,16,0
3362,16,0
3363,18,0
3364,2,10
3365,14,10
3366,10,1010
3367,7,1010
3368,17,1010
3369,2,1000
3370,14,1000
3371,17,1000
3372,15,1000
3373,4,0
3374,14,0
3375,16,0
3376,18,0
3377,16,0
3378,17,0
3379,16,0
3380,17,0
3381,17,0
3382,17,0
3383,16,0
3384,16,0
3385,16,0
3386,18,0
3387,14,1
3388,2,1
3389,17,1
3390,16,1
3391,17,1
3392,17,1
3393,7,0
3394,10,0
3395,15,100
3396,2,100
3397,17,100
3398,16,100
3399,17,100
3400,10,0
3401,6,0
3402,17,0
3403,16,0
3404,17,0
3405,17,0
3406,14,1000
3407,2,1000
3408,17,1000
3409,18,1000
3410,15,1000
3411,12,1010
3412,5,1010
3413,17,1010
3414,5,10
3415,12,10
3416,16,10
3417,17,10
3418,3,0
3419,14,0
3420,16,0
3421,17,0
3422,17,0
3423,16,0
3424,17,0
3425,17,0
3426,17,0
3427,16,0
3428,17,0
3429,15,0
3430,11,100
3431,7,100
3432,16,100
3433,17,100
3434,18,100
3435,15,100
3436,2,0
3437,16,0
3438,16,0
3439,17,0
3440,17,0
3441,16,0
3442,16,0
3443,18,0
3444,16,0
3445,17,0
3446,16,0
3447,17,0
3448,16,0
3449,16,0
3450,13,1
3451,4,1
3452,17,1
3453,5,1001
3454,12,1001
3455,17,1001
3456,9,1000
3457,8,1000
3458,16,1000
3459,11,0
3460,5,0
3461,18,0
3462,17,0
3463,16,0
3464,16,0
3465,18,0
3466,16,0
3467,17,0
3468,16,0
3469,17,0
3470,16,0
3471,17,0
3472,17,0
3473,17,0
3474,16,0
3475,15,10
3476,2,10
3477,16,10
3478,18,10
3479,14,0
3480,2,0
3481,17,0
3482,16,0
3483,18,0
3484,15,0
3485,18,0
3486,4,10
3487,12,10
3488,16,10
3489,17,10
3490,17,0
3491,17,0
3492,17,0
3493,4,1000
3494,12,1000
3495,16,1000
3496,10,1001
3497,8,1001
3498,16,1
3499,17,1
3500,17,1
3501,16,0
3502,17,0
3503,17,0
3504,16,0
3505,16,100
3506,17,100
3507,17,100
3508,17,100
3509,17,100
3510,6,0
3511,11,0
3512,15,0
3513,18,0
3514,17,0
3515,16,0
3516,16,0
3517,17,0
3518,17,0
3519,16,0
3520,16,0
3521,17,0
3522,16,0
3523,18,0
3524,17,0
3525,17,0
3526,8,100
3527,9,100
3528,16,100
3529,17,100
3530,16,100
3531,5,0
3532,11,0
3533,16,0
3534,18,0
3535,17,0
3536,14,1
3537,3,1
3538,17,1
3539,5,1001
3540,11,1001
3541,15,1001
3542,19,1001
3543,5,1000
3544,11,0
3545,15,0
3546,19,0
3547,15,0
3548,17,0
3549,17,0
3550,17,0
3551,17,0
3552,16,0
3553,16,0
3554,18,0
3555,16,0
3556,16,0
3557,17,0
3558,17,0
3559,16,0
3560,18,0
3561,16,0
3562,9,10
3563,8,10
3564,16,10
3565,17,10
3566,17,10
3567,15,10
3568,1,100
3569,17,100
3570,17,100
3571,17,100
3572,12,0
3573,4,0
3574,17,0
3575,16,0
3576,17,0
3577,17,0
3578,16,0
3579,2,1000
3580,15,1000
3581,16,1000
3582,17,1000
3583,17,1000
3584,17,1000
3585,15,1000
3586,4,1000
3587,14,1000
3588,17,1000
3589,15,1000
3590,17,1000
3591,17,1000
3592,18,1000
3593,2,1000
3594,14,1000
3595,17,1000
3596,16,1000
3597,17,1000
3598,17,1000
3599,17,1000
3600,1,1000
3601,16,1000
3602,11,1011
3603,5,1011
3604,8,11
3605,8,11
3606,17,11
3607,17,11
3608,9,0
3609,8,0
3610,16,0
3611,16,0
3612,18,0
3613,17,0
3614,15,0
3615,16,0
3616,18,0
3617,16,0
3618,18,0
3619,16,0
3620,16,0
3621,17,0
3622,17,0
3623,17,0
3624,11,1001
3625,5,1001
3626,17,1001
3627,17,1001
3628,17,1001
3629,17,1001
3630,4,0
3631,12,0
3632,17,0
3633,16,0
3634,17,0
3635,16,0
3636,17,0
3637,17,0
3638,15,0
3639,18,0
3640,17,0
3641,16,0
3642,17,0
3643,17,0
3644,16,0
3645,18,0
3646,15,0
3647,3,10
3648,14,10
3649,17,10
3650,16,10
3651,13,0
3652,4,0
3653,17,0
3654,16,0
3655,3,100
3656,15,100
3657,17,100
3658,16,100
3659,2,0
3660,14,0
3661,17,0
3662,17,0
3663,15,0
3664,19,0
3665,7,1000
3666,9,1000
3667,17,1000
3668,16,1000
3669,17,1000
3670,4,1
3671,11,1
3672,18,1
3673,17,1
3674,4,0
3675,13,0
3676,16,0
3677,16,0
3678,16,0
3679,18,0
3680,16,0
3681,7,10
3682,11,10
3683,16,10
3684,18,10
3685,15,10
3686,3,0
3687,14,0
3688,17,0
3689,15,0
3690,18,0
3691,17,0
3692,17,0
3693,17,0
3694,15,0
3695,17,0
3696,17,0
3697,17,0
3698,15,0
3699,18,0
3700,12,10
3701,5,10
3702,16,10
3703,17,10
3704,17,10
3705,8,0
3706,8,0
3707,17,0
3708,16,0
3709,10,1000
3710,6,1000
3711,18,1000
3712,12,1001
3713,5,1001
3714,15,1001
3715,18,1
3716,17,1
3717,16,1
3718,5,0
3719,12,0
3720,16,0
3721,17,0
3722,17,0
3723,17,0
3724,16,0
3725,17,0
3726,17,0
3727,15,0
3728,18,0
3729,17,0
3730,17,0
3731,15,0
3732,18,0
3733,16,0
3734,17,0
3735,4,10
3736,13,10
3737,16,10
3738,17,10
3739,16,0
3740,17,0
3741,17,0
3742,17,100
3743,15,100
3744,18,100
3745,17,100
3746,13,0
3747,2,0
3748,18,0
3749,16,0
3750,18,0
3751,16,0
3752,16,0
3753,2,1000
3754,15,1000
3755,17,1000
3756,17,1000
3757,14,1001
3758,2,1001
3759,17,1001
3760,6,1
3761,11,1
3762,16,1
3763,12,0
3764,6,0
3765,15,0
3766,16,0
3767,18,0
3768,16,0
3769,16,0
3770,18,0
3771,17,0
3772,17,0
3773,16,0
3774,17,0
3775,17,0
3776,11,100
3777,6,100
3778,15,100
3779,18,100
3780,16,100
3781,8,0
3782,8,0
3783,18,0
3784,17,0
3785,15,0
3786,17,0
3787,17,0
3788,17,0
3789,15,0
3790,18,0
3791,17,0
3792,16,0
3793,17,0
3794,17,0
3795,17,0
3796,16,0
3797,10,10
3798,7,10
3799,9,1010
3800,6,1010
3801,18,1010
3802,17,1010
3803,15,1010
3804,4,1000
3805,12,0
3806,2,0
3807,17,0
3808,16,0
3809,17,0
3810,16,0
3811,18,0
3812,17,0
3813,17,0
3814,16,0
3815,16,0
3816,17,0
3817,15,0
3818,18,0
3819,17,0
3820,8,1
3821,8,1
3822,18,1
3823,16,1
3824,10,0
3825,7,0
3826,16,0
3827,16,0
3828,18,0
3829,16,0
3830,17,0
3831,9,1
3832,7,1
3833,17,1
3834,17,1
3835,11,0
3836,6,0
3837,16,0
3838,17,0
3839,11,1000
3840,5,1000
3841,17,1000
3842,15,1010
3843,1,1010
3844,18,1010
3845,17,1010
3846,3,10
3847,13,10
3848,12,0
3849,4,0
3850,17,0
3851,17,0
3852,16,0
3853,17,0
3854,17,100
3855,17,100
3856,16,100
3857,17,100
3858,15,100
3859,10,0
3860,8,0
3861,15,0
3862,17,0
3863,19,0
3864,16,0
3865,17,0
3866,15,0
3867,17,0
3868,18,0
3869,16,0
3870,17,0
3871,16,0
3872,17,0
3873,16,0
3874,15,100
3875,2,100
3876,17,100
3877,17,100
3878,15,100
3879,12,0
3880,6,0
3881,17,0
3882,16,0
3883,17,0
3884,16,0
3885,18,0
3886,16,0
3887,9,1010
3888,7,1010
3889,17,1010
3890,17,1010
3891,17,1010
3892,4,0
3893,12,0
3894,18,0
3895,16,0
3896,15,0
3897,18,0
3898,16,0
3899,17,0
3900,17,0
3901,16,0
3902,16,0
3903,18,0
3904,17,0
3905,17,0
3906,15,0
3907,12,1
3908,7,1
3909,15,1
3910,17,1
3911,17,1
3912,6,0
3913,11,0
3914,16,0
3915,17,0
3916,16,0
3917,17,0
3918,17,0
3919,9,100
3920,7,100
3921,17,100
3922,17,100
3923,16,100
3924,4,0
3925,13,0
3926,16,0
3927,17,0
3928,17,10
3929,17,10
3930,17,10
3931,16,10
3932,16,10
3933,18,10
3934,16,10
3935,17,10
3936,15,10
3937,18,10
3938,16,10
3939,18,10
3940,17,10
3941,16,10
3942,17,10
3943,16,10
3944,16,10
3945,17,10
3946,18,10
3947,15,1110
3948,14,1100
3949,3,1100
3950,17,1100
3951,16,1100
3952,14,100
3953,4,100
3954,17,100
3955,3,0
3956,13,0
3957,16,0
3958,18,0
3959,15,0
3960,16,0
3961,18,0
3962,16,0
3963,18,0
3964,16,0
3965,17,0
3966,14,1
3967,3,1
3968,8,1001
3969,8,1001
3970,17,1001
3971,14,1000
3972,2,1000
3973,17,1000
3974,17,1000
3975,14,0
3976,2,0
3977,17,0
3978,17,0
3979,15,0
3980,18,0
3981,17,0
3982,15,0
3983,18,0
3984,17,0
3985,17,0
3986,16,0
3987,17,0
3988,16,0
3989,17,0
3990,17,0
3991,16,0
3992,13,100
3993,4,100
3994,17,100
3995,16,100
3996,17,100
3997,16,100
3998,5,0
3999,11,0
4000,18,0
4001,17,0
4002,15,0
4003,18,0
4004,11,10
4005,6,10
4006,16,10
4007,17,10
4008,17,10
4009,5,0
4010,10,0
4011,19,0
4012,16,0
4013,5,1
4014,12,1
4015,16,1
4016,17,1
4017,6,1001
4018,10,1001
4019,3,1000
4020,14,1000
4021,17,1000
4022,16,1000
4023,15,0
4024,2,0
4025,17,0
4026,16,0
4027,17,0
4028,12,100
4029,5,100
4030,15,100
4031,18,100
4032,16,100
4033,9,0
4034,9,0
4035,16,0
4036,16,0
4037,17,0
4038,17,0
4039,15,0
